SnapshotMonth,Region,ProductID,OpeningStock,Received,Sold,ClosingStock,ReorderLevel
2024-11-01,South,SKU007,826,179,570,435,290
2024-11-01,East,SKU007,213,150,806,0,318
2024-11-01,West,SKU007,341,139,409,71,163
2024-11-01,Central,SKU007,929,642,528,1043,153
2024-11-01,North,SKU008,223,179,232,170,208
2024-11-01,South,SKU008,940,345,539,746,155
2024-11-01,East,SKU008,790,266,221,835,190
2024-11-01,West,SKU008,350,198,399,149,305
2024-11-01,Central,SKU008,262,758,610,410,236
2024-11-01,North,SKU009,215,695,656,254,163
2024-11-01,South,SKU009,415,151,561,5,252
2024-11-01,East,SKU009,491,547,280,758,157
2024-11-01,West,SKU009,1026,349,471,904,198
2024-11-01,Central,SKU009,882,423,439,866,178
2024-11-01,North,SKU010,246,546,847,0,222
2024-11-01,South,SKU010,762,614,202,1174,236
2024-11-01,East,SKU010,1120,455,742,833,174
2024-11-01,West,SKU010,898,429,623,704,190
2024-11-01,Central,SKU010,658,468,841,285,272
2024-11-01,North,SKU011,600,231,702,129,228
2024-11-01,South,SKU011,1063,723,598,1188,333
2024-11-01,East,SKU011,671,134,254,551,204
2024-11-01,West,SKU011,872,333,405,800,243
2024-11-01,Central,SKU011,1189,633,853,969,318
2024-11-01,North,SKU012,470,356,577,249,183
2024-11-01,South,SKU012,409,783,647,545,286
2024-11-01,East,SKU012,1169,516,203,1482,280
2024-11-01,West,SKU012,486,229,607,108,345
2024-11-01,Central,SKU012,289,508,614,183,263
2024-11-01,North,SKU013,1012,353,509,856,304
2024-11-01,South,SKU013,345,108,415,38,292
2024-11-01,East,SKU013,363,677,814,226,181
2024-11-01,West,SKU013,760,783,695,848,266
2024-11-01,Central,SKU013,756,527,878,405,331
2024-11-01,North,SKU014,1165,477,510,1132,286
2024-11-01,South,SKU014,295,519,700,114,331
2024-11-01,East,SKU014,881,365,526,720,178
2024-11-01,West,SKU014,365,513,771,107,335
2024-11-01,Central,SKU014,304,467,331,440,278
2024-11-01,North,SKU015,804,750,502,1052,280
2024-11-01,South,SKU015,1037,200,779,458,217
2024-11-01,East,SKU015,337,113,572,0,154
2024-11-01,West,SKU015,261,135,728,0,162
2024-11-01,Central,SKU015,511,375,747,139,312
2024-11-01,North,SKU016,785,743,617,911,285
2024-11-01,South,SKU016,1071,393,291,1173,278
2024-11-01,East,SKU016,742,404,177,969,289
2024-11-01,West,SKU016,951,109,432,628,299
2024-11-01,Central,SKU016,336,671,377,630,326
2024-11-01,North,SKU017,1083,772,252,1603,254
2024-11-01,South,SKU017,213,241,635,0,251
2024-11-01,East,SKU017,722,488,537,673,249
2024-11-01,West,SKU017,203,177,536,0,313
2024-11-01,Central,SKU017,744,399,422,721,174
2024-11-01,North,SKU018,1058,401,155,1304,183
2024-11-01,South,SKU018,1194,630,453,1371,160
2024-11-01,East,SKU018,304,381,470,215,295
2024-11-01,West,SKU018,629,366,319,676,340
2024-11-01,Central,SKU018,884,680,691,873,169
2024-11-01,North,SKU019,1098,427,780,745,216
2024-11-01,South,SKU019,1075,784,544,1315,332
2024-11-01,East,SKU019,397,627,518,506,192
2024-11-01,West,SKU019,247,641,849,39,184
2024-11-01,Central,SKU019,809,403,813,399,193
2024-11-01,North,SKU020,370,289,262,397,297
2024-11-01,South,SKU020,214,347,535,26,286
2024-11-01,East,SKU020,951,467,825,593,312
2024-11-01,West,SKU020,618,357,578,397,298
2024-11-01,Central,SKU020,423,128,345,206,249
2024-11-01,North,SKU021,693,448,855,286,248
2024-11-01,South,SKU021,478,603,157,924,308
2024-11-01,East,SKU021,704,443,545,602,154
2024-11-01,West,SKU021,303,418,424,297,295
2024-11-01,Central,SKU021,412,301,596,117,247
2024-11-01,North,SKU022,1068,286,660,694,171
2024-11-01,South,SKU022,966,128,730,364,303
2024-11-01,East,SKU022,205,137,526,0,203
2024-11-01,West,SKU022,490,532,680,342,237
2024-11-01,Central,SKU022,1013,542,306,1249,175
2024-12-01,North,SKU001,1126,141,822,445,339
2024-12-01,South,SKU001,997,590,825,762,247
2024-12-01,East,SKU001,215,588,361,442,219
2024-12-01,West,SKU001,290,753,897,146,234
2024-12-01,Central,SKU001,599,435,843,191,349
2024-12-01,North,SKU002,778,351,795,334,150
2024-12-01,South,SKU002,443,563,233,773,307
2024-12-01,East,SKU002,323,289,712,0,297
2024-12-01,West,SKU002,629,355,354,630,285
2024-12-01,Central,SKU002,922,731,345,1308,270
2024-12-01,North,SKU003,1063,596,210,1449,320
2024-12-01,South,SKU003,521,667,366,822,162
2024-12-01,East,SKU003,1113,473,497,1089,348
2024-12-01,West,SKU003,815,619,801,633,291
2024-12-01,Central,SKU003,930,283,454,759,178
2024-12-01,North,SKU004,629,672,823,478,294
2024-12-01,South,SKU004,932,276,220,988,332
2024-12-01,East,SKU004,946,771,288,1429,197
2024-12-01,West,SKU004,1006,348,574,780,220
2024-12-01,Central,SKU004,882,111,613,380,238
2024-12-01,North,SKU005,526,346,822,50,267
2024-12-01,South,SKU005,1172,250,649,773,171
2024-12-01,East,SKU005,419,535,412,542,278
2024-12-01,West,SKU005,220,372,489,103,293
2024-12-01,Central,SKU005,1029,397,639,787,240
2024-12-01,North,SKU006,481,247,159,569,162
2024-12-01,South,SKU006,497,366,200,663,240
2024-12-01,East,SKU006,944,753,849,848,199
2024-12-01,West,SKU006,430,590,393,627,163
2024-12-01,Central,SKU006,828,584,232,1180,332
2024-12-01,North,SKU007,907,114,541,480,297
2024-12-01,South,SKU007,1181,148,226,1103,229
2024-12-01,East,SKU007,276,214,250,240,270
2024-12-01,West,SKU007,705,451,588,568,230
2024-12-01,Central,SKU007,631,328,600,359,196
2024-12-01,North,SKU008,1021,508,805,724,314
2024-12-01,South,SKU008,358,354,464,248,272
2024-12-01,East,SKU008,300,472,407,365,282
2024-12-01,West,SKU008,877,781,519,1139,245
2024-12-01,Central,SKU008,279,681,284,676,162
2024-12-01,North,SKU009,823,564,282,1105,312
2024-12-01,South,SKU009,935,550,762,723,256
2024-12-01,East,SKU009,513,787,782,518,198
2024-12-01,West,SKU009,438,407,790,55,151
2024-12-01,Central,SKU009,763,784,229,1318,253
2024-12-01,North,SKU010,1098,576,450,1224,159
2024-12-01,South,SKU010,201,483,434,250,321
2024-12-01,East,SKU010,631,236,659,208,224
2024-12-01,West,SKU010,534,731,729,536,307
2024-12-01,Central,SKU010,1192,391,345,1238,223
2024-12-01,North,SKU011,214,738,753,199,181
2024-12-01,South,SKU011,628,193,562,259,276
2024-12-01,East,SKU011,809,528,430,907,302
2024-12-01,West,SKU011,1076,220,768,528,273
2024-12-01,Central,SKU011,1040,535,435,1140,302
2024-12-01,North,SKU012,991,110,646,455,197
2024-12-01,South,SKU012,324,433,399,358,187
2024-12-01,East,SKU012,606,478,764,320,210
2024-12-01,West,SKU012,585,287,568,304,261
2024-12-01,Central,SKU012,1079,418,754,743,239
2024-12-01,North,SKU013,515,604,296,823,348
2024-12-01,South,SKU013,1008,317,399,926,259
2024-12-01,East,SKU013,764,539,298,1005,319
2024-12-01,West,SKU013,633,423,401,655,215
2024-12-01,Central,SKU013,379,191,674,0,236
2024-12-01,North,SKU014,896,566,184,1278,266
2024-12-01,South,SKU014,882,782,690,974,265
2024-12-01,East,SKU014,956,657,287,1326,278
2024-12-01,West,SKU014,614,253,506,361,157
2024-12-01,Central,SKU014,208,405,579,34,301
2024-12-01,North,SKU015,258,411,599,70,271
2024-12-01,South,SKU015,1192,711,281,1622,303
2024-12-01,East,SKU015,424,302,880,0,326
2024-12-01,West,SKU015,316,493,434,375,225
2024-12-01,Central,SKU015,681,785,537,929,190
2024-12-01,North,SKU016,986,166,375,777,242
2024-12-01,South,SKU016,375,136,419,92,223
2024-12-01,East,SKU016,398,452,590,260,196
2024-12-01,West,SKU016,921,112,506,527,283
2024-12-01,Central,SKU016,1137,463,372,1228,266
2024-12-01,North,SKU017,680,590,263,1007,308
2024-12-01,South,SKU017,326,645,164,807,295
2024-12-01,East,SKU017,980,621,602,999,154
2024-12-01,West,SKU017,1096,660,259,1497,171
2024-12-01,Central,SKU017,899,277,469,707,233
2024-12-01,North,SKU018,1103,512,263,1352,178
2024-12-01,South,SKU018,891,698,780,809,252
2024-12-01,East,SKU018,558,286,356,488,308
2024-12-01,West,SKU018,1174,791,647,1318,244
2024-12-01,Central,SKU018,814,232,564,482,219
2024-12-01,North,SKU019,275,208,787,0,170
2024-12-01,South,SKU019,441,193,848,0,263
2024-12-01,East,SKU019,703,406,434,675,230
2024-12-01,West,SKU019,1102,245,800,547,326
2024-12-01,Central,SKU019,364,398,885,0,158
2024-12-01,North,SKU020,258,124,347,35,224
2024-12-01,South,SKU020,726,494,217,1003,234
2024-12-01,East,SKU020,750,159,567,342,287
2024-12-01,West,SKU020,265,480,211,534,348
2024-12-01,Central,SKU020,1022,590,556,1056,219
2024-12-01,North,SKU021,1032,464,876,620,206
2024-12-01,South,SKU021,590,291,301,580,175
2024-12-01,East,SKU021,304,584,477,411,238
2024-12-01,West,SKU021,373,663,201,835,175
2024-12-01,Central,SKU021,290,614,199,705,304
2024-12-01,North,SKU022,1007,111,802,316,218
2024-12-01,South,SKU022,813,282,448,647,191
2024-12-01,East,SKU022,726,435,451,710,278
2024-12-01,West,SKU022,598,702,201,1099,295
2024-12-01,Central,SKU022,652,410,291,771,243
2025-01-01,North,SKU001,596,602,859,339,288
2025-01-01,South,SKU001,871,192,361,702,207
2025-01-01,East,SKU001,926,590,705,811,187
2025-01-01,West,SKU001,1098,361,347,1112,280
2025-01-01,Central,SKU001,302,319,588,33,183
2025-01-01,North,SKU002,840,336,602,574,308
2025-01-01,South,SKU002,358,335,217,476,245
2025-01-01,East,SKU002,800,285,587,498,259
2025-01-01,West,SKU002,732,254,431,555,305
2025-01-01,Central,SKU002,1168,657,301,1524,267
2025-01-01,North,SKU003,325,308,243,390,265
2025-01-01,South,SKU003,792,428,793,427,239
2025-01-01,East,SKU003,573,690,806,457,260
2025-01-01,West,SKU003,995,548,221,1322,180
2025-01-01,Central,SKU003,599,701,596,704,156
2025-01-01,North,SKU004,1109,571,476,1204,273
2025-01-01,South,SKU004,985,356,840,501,268
2025-01-01,East,SKU004,910,788,604,1094,308
2025-01-01,West,SKU004,260,141,527,0,200
2025-01-01,Central,SKU004,506,285,223,568,162
2025-01-01,North,SKU005,434,559,636,357,283
2025-01-01,South,SKU005,220,222,288,154,306
2025-01-01,East,SKU005,840,327,484,683,233
2025-01-01,West,SKU005,681,573,289,965,316
2025-01-01,Central,SKU005,219,466,524,161,307
2025-01-01,North,SKU006,680,269,833,116,168
2025-01-01,South,SKU006,242,727,290,679,301
2025-01-01,East,SKU006,418,393,244,567,236
2025-01-01,West,SKU006,909,320,382,847,204
2025-01-01,Central,SKU006,1035,701,414,1322,266
2025-01-01,North,SKU007,691,655,675,671,153
2025-01-01,South,SKU007,1092,467,201,1358,226
2025-01-01,East,SKU007,919,217,166,970,197
2025-01-01,West,SKU007,707,401,556,552,216
2025-01-01,Central,SKU007,817,595,576,836,256
2025-01-01,North,SKU008,440,481,777,144,241
2025-01-01,South,SKU008,621,603,615,609,210
2025-01-01,East,SKU008,691,632,535,788,283
2025-01-01,West,SKU008,642,730,185,1187,329
2025-01-01,Central,SKU008,633,676,871,438,321
2025-01-01,North,SKU009,972,113,671,414,262
2025-01-01,South,SKU009,319,367,465,221,199
2025-01-01,East,SKU009,960,472,187,1245,239
2025-01-01,West,SKU009,320,496,435,381,250
2025-01-01,Central,SKU009,936,376,308,1004,217
2025-01-01,North,SKU010,567,249,396,420,230
2025-01-01,South,SKU010,742,603,542,803,260
2025-01-01,East,SKU010,929,321,316,934,170
2025-01-01,West,SKU010,951,311,805,457,324
2025-01-01,Central,SKU010,249,229,443,35,182
2025-01-01,North,SKU011,382,410,505,287,245
2025-01-01,South,SKU011,976,311,525,762,191
2025-01-01,East,SKU011,366,521,241,646,331
2025-01-01,West,SKU011,980,245,167,1058,312
2025-01-01,Central,SKU011,1171,653,184,1640,246
2025-01-01,North,SKU012,428,286,439,275,236
2025-01-01,South,SKU012,929,390,779,540,238
2025-01-01,East,SKU012,345,499,631,213,214
2025-01-01,West,SKU012,494,771,831,434,180
2025-01-01,Central,SKU012,788,723,328,1183,347
2025-01-01,North,SKU013,366,652,873,145,158
2025-01-01,South,SKU013,1071,624,453,1242,293
2025-01-01,East,SKU013,378,766,730,414,202
2025-01-01,West,SKU013,436,470,795,111,192
2025-01-01,Central,SKU013,1159,557,552,1164,158
2025-01-01,North,SKU014,806,111,215,702,181
2025-01-01,South,SKU014,767,632,529,870,173
2025-01-01,East,SKU014,803,328,691,440,199
2025-01-01,West,SKU014,627,636,411,852,213
2025-01-01,Central,SKU014,409,417,288,538,286
2025-01-01,North,SKU015,1054,546,251,1349,228
2025-01-01,South,SKU015,293,767,684,376,173
2025-01-01,East,SKU015,874,626,766,734,322
2025-01-01,West,SKU015,258,776,424,610,324
2025-01-01,Central,SKU015,514,344,280,578,285
2025-01-01,North,SKU016,357,174,845,0,292
2025-01-01,South,SKU016,328,780,564,544,155
2025-01-01,East,SKU016,240,295,855,0,160
2025-01-01,West,SKU016,266,303,215,354,164
2025-01-01,Central,SKU016,288,345,763,0,225
2025-01-01,North,SKU017,848,462,861,449,290
2025-01-01,South,SKU017,363,723,309,777,331
2025-01-01,East,SKU017,624,169,716,77,343
2025-01-01,West,SKU017,845,488,299,1034,268
2025-01-01,Central,SKU017,991,262,796,457,307
2025-01-01,North,SKU018,1186,123,353,956,197
2025-01-01,South,SKU018,707,680,335,1052,302
2025-01-01,East,SKU018,428,709,559,578,249
2025-01-01,West,SKU018,233,304,254,283,296
2025-01-01,Central,SKU018,670,683,498,855,341
2025-01-01,North,SKU019,874,133,274,733,278
2025-01-01,South,SKU019,1034,543,690,887,186
2025-01-01,East,SKU019,378,702,422,658,264
2025-01-01,West,SKU019,1175,405,819,761,222
2025-01-01,Central,SKU019,342,437,760,19,202
2025-01-01,North,SKU020,356,413,525,244,300
2025-01-01,South,SKU020,970,120,792,298,174
2025-01-01,East,SKU020,387,182,286,283,293
2025-01-01,West,SKU020,902,182,777,307,228
2025-01-01,Central,SKU020,967,213,882,298,154
2025-01-01,North,SKU021,233,722,189,766,338
2025-01-01,South,SKU021,1195,778,469,1504,282
2025-01-01,East,SKU021,926,450,262,1114,279
2025-01-01,West,SKU021,573,486,896,163,217
2025-01-01,Central,SKU021,974,104,768,310,270
2025-01-01,North,SKU022,669,386,268,787,261
2025-01-01,South,SKU022,1155,572,150,1577,160
2025-01-01,East,SKU022,1095,120,312,903,234
2025-01-01,West,SKU022,1188,385,226,1347,343
2025-01-01,Central,SKU022,223,299,190,332,266
2025-02-01,North,SKU001,509,210,780,0,278
2025-02-01,South,SKU001,726,563,366,923,263
2025-02-01,East,SKU001,437,300,192,545,347
2025-02-01,West,SKU001,1121,570,546,1145,285
2025-02-01,Central,SKU001,1003,226,284,945,278
2025-02-01,North,SKU002,1133,573,324,1382,240
2025-02-01,South,SKU002,365,121,579,0,246
2025-02-01,East,SKU002,302,489,692,99,328
2025-02-01,West,SKU002,1133,423,592,964,200
2025-02-01,Central,SKU002,924,438,455,907,309
2025-02-01,North,SKU003,692,385,286,791,270
2025-02-01,South,SKU003,597,270,576,291,162
2025-02-01,East,SKU003,537,397,639,295,342
2025-02-01,West,SKU003,649,637,566,720,222
2025-02-01,Central,SKU003,224,401,806,0,264
2025-02-01,North,SKU004,349,597,740,206,183
2025-02-01,South,SKU004,931,123,503,551,326
2025-02-01,East,SKU004,265,341,572,34,291
2025-02-01,West,SKU004,368,185,773,0,320
2025-02-01,Central,SKU004,738,776,467,1047,292
2025-02-01,North,SKU005,896,211,899,208,160
2025-02-01,South,SKU005,724,739,825,638,252
2025-02-01,East,SKU005,226,567,540,253,244
2025-02-01,West,SKU005,379,480,783,76,293
2025-02-01,Central,SKU005,559,735,525,769,313
2025-02-01,North,SKU006,1039,283,855,467,164
2025-02-01,South,SKU006,358,535,302,591,157
2025-02-01,East,SKU006,843,485,841,487,177
2025-02-01,West,SKU006,491,258,457,292,249
2025-02-01,Central,SKU006,374,651,830,195,306
2025-02-01,North,SKU007,1047,687,591,1143,152
2025-02-01,South,SKU007,337,410,606,141,241
2025-02-01,East,SKU007,766,245,445,566,324
2025-02-01,West,SKU007,380,202,882,0,288
2025-02-01,Central,SKU007,768,755,518,1005,294
2025-02-01,North,SKU008,395,762,734,423,328
2025-02-01,South,SKU008,1161,102,811,452,179
2025-02-01,East,SKU008,1092,433,372,1153,235
2025-02-01,West,SKU008,408,107,782,0,230
2025-02-01,Central,SKU008,383,668,253,798,177
2025-02-01,North,SKU009,611,595,857,349,337
2025-02-01,South,SKU009,1085,678,400,1363,283
2025-02-01,East,SKU009,736,727,372,1091,221
2025-02-01,West,SKU009,824,204,418,610,257
2025-02-01,Central,SKU009,667,557,834,390,240
2025-02-01,North,SKU010,1083,510,456,1137,292
2025-02-01,South,SKU010,630,392,394,628,243
2025-02-01,East,SKU010,808,169,834,143,187
2025-02-01,West,SKU010,247,392,419,220,219
2025-02-01,Central,SKU010,1192,662,290,1564,281
2025-02-01,North,SKU011,864,636,244,1256,295
2025-02-01,South,SKU011,420,739,816,343,290
2025-02-01,East,SKU011,952,744,882,814,336
2025-02-01,West,SKU011,441,574,451,564,258
2025-02-01,Central,SKU011,542,128,362,308,315
2025-02-01,North,SKU012,1106,128,234,1000,273
2025-02-01,South,SKU012,1173,555,217,1511,279
2025-02-01,East,SKU012,980,516,181,1315,327
2025-02-01,West,SKU012,513,515,498,530,153
2025-02-01,Central,SKU012,279,402,242,439,190
2025-02-01,North,SKU013,833,386,233,986,348
2025-02-01,South,SKU013,1130,617,271,1476,269
2025-02-01,East,SKU013,924,349,754,519,301
2025-02-01,West,SKU013,572,212,850,0,227
2025-02-01,Central,SKU013,619,660,381,898,320
2025-02-01,North,SKU014,914,550,408,1056,348
2025-02-01,South,SKU014,935,350,326,959,245
2025-02-01,East,SKU014,438,318,419,337,187
2025-02-01,West,SKU014,871,173,844,200,261
2025-02-01,Central,SKU014,968,794,415,1347,349
2025-02-01,North,SKU015,626,645,534,737,286
2025-02-01,South,SKU015,272,279,522,29,309
2025-02-01,East,SKU015,671,793,599,865,153
2025-02-01,West,SKU015,1033,357,845,545,291
2025-02-01,Central,SKU015,1086,357,558,885,220
2025-02-01,North,SKU016,1142,190,886,446,254
2025-02-01,South,SKU016,307,476,250,533,212
2025-02-01,East,SKU016,808,284,748,344,246
2025-02-01,West,SKU016,813,463,516,760,249
2025-02-01,Central,SKU016,824,678,376,1126,166
2025-02-01,North,SKU017,900,361,846,415,256
2025-02-01,South,SKU017,1128,772,762,1138,312
2025-02-01,East,SKU017,797,692,435,1054,263
2025-02-01,West,SKU017,706,606,351,961,214
2025-02-01,Central,SKU017,765,605,843,527,336
2025-02-01,North,SKU018,789,790,528,1051,249
2025-02-01,South,SKU018,709,672,183,1198,279
2025-02-01,East,SKU018,820,560,534,846,166
2025-02-01,West,SKU018,925,148,336,737,173
2025-02-01,Central,SKU018,622,550,745,427,281
2025-02-01,North,SKU019,649,699,854,494,329
2025-02-01,South,SKU019,725,760,642,843,275
2025-02-01,East,SKU019,305,663,468,500,182
2025-02-01,West,SKU019,483,447,232,698,336
2025-02-01,Central,SKU019,992,222,794,420,234
2025-02-01,North,SKU020,1036,454,387,1103,198
2025-02-01,South,SKU020,277,676,574,379,171
2025-02-01,East,SKU020,1123,673,520,1276,206
2025-02-01,West,SKU020,907,512,701,718,250
2025-02-01,Central,SKU020,684,738,649,773,320
2025-02-01,North,SKU021,1022,261,246,1037,303
2025-02-01,South,SKU021,486,447,594,339,187
2025-02-01,East,SKU021,741,449,473,717,192
2025-02-01,West,SKU021,567,697,720,544,209
2025-02-01,Central,SKU021,911,120,320,711,303
2025-02-01,North,SKU022,1085,682,878,889,327
2025-02-01,South,SKU022,701,665,711,655,170
2025-02-01,East,SKU022,901,292,218,975,167
2025-02-01,West,SKU022,997,280,326,951,296
2025-02-01,Central,SKU022,383,710,161,932,344
2025-03-01,North,SKU001,474,643,414,703,216
2025-03-01,South,SKU001,589,214,531,272,277
2025-03-01,East,SKU001,693,621,438,876,232
2025-03-01,West,SKU001,814,375,783,406,197
2025-03-01,Central,SKU001,257,517,514,260,268
2025-03-01,North,SKU002,220,768,517,471,215
2025-03-01,South,SKU002,251,193,344,100,261
2025-03-01,East,SKU002,502,535,453,584,321
2025-03-01,West,SKU002,1190,695,708,1177,328
2025-03-01,Central,SKU002,1053,225,834,444,286
2025-03-01,North,SKU003,490,734,203,1021,177
2025-03-01,South,SKU003,442,261,859,0,224
2025-03-01,East,SKU003,931,151,601,481,211
2025-03-01,West,SKU003,1174,770,474,1470,297
2025-03-01,Central,SKU003,1005,182,542,645,319
2025-03-01,North,SKU004,1034,488,795,727,168
2025-03-01,South,SKU004,312,706,468,550,247
2025-03-01,East,SKU004,556,798,638,716,264
2025-03-01,West,SKU004,601,132,722,11,160
2025-03-01,Central,SKU004,583,363,423,523,172
2025-03-01,North,SKU005,463,347,509,301,263
2025-03-01,South,SKU005,826,599,620,805,233
2025-03-01,East,SKU005,682,761,808,635,319
2025-03-01,West,SKU005,436,281,386,331,219
2025-03-01,Central,SKU005,682,742,487,937,239
2025-03-01,North,SKU006,804,491,307,988,309
2025-03-01,South,SKU006,440,144,636,0,223
2025-03-01,East,SKU006,1151,720,702,1169,245
2025-03-01,West,SKU006,907,617,473,1051,222
2025-03-01,Central,SKU006,414,175,654,0,335
2025-03-01,North,SKU007,983,799,363,1419,347
2025-03-01,South,SKU007,281,627,870,38,254
2025-03-01,East,SKU007,1109,336,820,625,205
2025-03-01,West,SKU007,565,508,500,573,222
2025-03-01,Central,SKU007,437,682,671,448,317
2025-03-01,North,SKU008,1163,775,248,1690,228
2025-03-01,South,SKU008,811,246,514,543,179
2025-03-01,East,SKU008,226,700,413,513,302
2025-03-01,West,SKU008,1049,388,350,1087,221
2025-03-01,Central,SKU008,1187,494,745,936,344
2025-03-01,North,SKU009,461,641,256,846,153
2025-03-01,South,SKU009,422,722,748,396,320
2025-03-01,East,SKU009,444,160,383,221,292
2025-03-01,West,SKU009,324,191,675,0,172
2025-03-01,Central,SKU009,672,122,704,90,168
2025-03-01,North,SKU010,543,481,810,214,278
2025-03-01,South,SKU010,644,406,590,460,174
2025-03-01,East,SKU010,678,598,180,1096,303
2025-03-01,West,SKU010,322,248,448,122,200
2025-03-01,Central,SKU010,217,611,887,0,177
2025-03-01,North,SKU011,911,182,684,409,305
2025-03-01,South,SKU011,263,741,706,298,239
2025-03-01,East,SKU011,553,688,637,604,200
2025-03-01,West,SKU011,733,732,445,1020,329
2025-03-01,Central,SKU011,1181,166,753,594,167
2025-03-01,North,SKU012,621,104,815,0,161
2025-03-01,South,SKU012,576,323,260,639,190
2025-03-01,East,SKU012,375,405,523,257,240
2025-03-01,West,SKU012,431,366,371,426,261
2025-03-01,Central,SKU012,669,233,201,701,250
2025-03-01,North,SKU013,749,641,448,942,168
2025-03-01,South,SKU013,552,419,280,691,338
2025-03-01,East,SKU013,1139,605,198,1546,158
2025-03-01,West,SKU013,977,448,722,703,343
2025-03-01,Central,SKU013,961,334,421,874,201
2025-03-01,North,SKU014,995,381,591,785,246
2025-03-01,South,SKU014,385,502,579,308,242
2025-03-01,East,SKU014,616,603,626,593,241
2025-03-01,West,SKU014,853,210,595,468,265
2025-03-01,Central,SKU014,864,349,301,912,251
2025-03-01,North,SKU015,837,644,689,792,159
2025-03-01,South,SKU015,1065,252,827,490,197
2025-03-01,East,SKU015,1185,122,539,768,342
2025-03-01,West,SKU015,945,165,831,279,185
2025-03-01,Central,SKU015,1168,292,552,908,250
2025-03-01,North,SKU016,607,176,351,432,341
2025-03-01,South,SKU016,877,568,390,1055,307
2025-03-01,East,SKU016,882,327,720,489,190
2025-03-01,West,SKU016,988,176,646,518,166
2025-03-01,Central,SKU016,494,304,164,634,268
2025-03-01,North,SKU017,237,558,364,431,238
2025-03-01,South,SKU017,320,173,305,188,311
2025-03-01,East,SKU017,328,102,188,242,168
2025-03-01,West,SKU017,1172,495,393,1274,294
2025-03-01,Central,SKU017,700,791,394,1097,194
2025-03-01,North,SKU018,596,491,164,923,306
2025-03-01,South,SKU018,1095,511,426,1180,213
2025-03-01,East,SKU018,878,576,467,987,274
2025-03-01,West,SKU018,650,770,499,921,269
2025-03-01,Central,SKU018,309,421,625,105,325
2025-03-01,North,SKU019,679,193,437,435,285
2025-03-01,South,SKU019,1007,430,318,1119,326
2025-03-01,East,SKU019,426,480,838,68,315
2025-03-01,West,SKU019,289,350,864,0,281
2025-03-01,Central,SKU019,889,142,706,325,324
2025-03-01,North,SKU020,253,302,888,0,160
2025-03-01,South,SKU020,648,166,197,617,159
2025-03-01,East,SKU020,774,375,429,720,262
2025-03-01,West,SKU020,891,356,302,945,156
2025-03-01,Central,SKU020,213,573,196,590,180
2025-03-01,North,SKU021,599,521,300,820,252
2025-03-01,South,SKU021,1029,503,286,1246,175
2025-03-01,East,SKU021,331,661,345,647,204
2025-03-01,West,SKU021,1089,199,666,622,288
2025-03-01,Central,SKU021,433,174,465,142,274
2025-03-01,North,SKU022,378,208,186,400,225
2025-03-01,South,SKU022,285,476,459,302,295
2025-03-01,East,SKU022,258,401,381,278,315
2025-03-01,West,SKU022,812,420,625,607,217
2025-03-01,Central,SKU022,388,652,802,238,235
2025-04-01,North,SKU001,333,238,721,0,221
2025-04-01,South,SKU001,1003,295,274,1024,282
2025-04-01,East,SKU001,822,382,805,399,248
2025-04-01,West,SKU001,403,581,216,768,264
2025-04-01,Central,SKU001,415,442,758,99,295
2025-04-01,North,SKU002,501,134,729,0,216
2025-04-01,South,SKU002,554,163,789,0,311
2025-04-01,East,SKU002,592,449,682,359,200
2025-04-01,West,SKU002,895,507,171,1231,196
2025-04-01,Central,SKU002,405,385,150,640,342
2025-04-01,North,SKU003,1065,177,834,408,231
2025-04-01,South,SKU003,500,350,353,497,220
2025-04-01,East,SKU003,509,415,165,759,325
2025-04-01,West,SKU003,538,270,484,324,175
2025-04-01,Central,SKU003,284,400,236,448,270
2025-04-01,North,SKU004,529,776,449,856,193
2025-04-01,South,SKU004,1025,273,783,515,172
2025-04-01,East,SKU004,1016,484,627,873,286
2025-04-01,West,SKU004,1157,371,471,1057,342
2025-04-01,Central,SKU004,911,558,671,798,280
2025-04-01,North,SKU005,273,656,726,203,305
2025-04-01,South,SKU005,716,205,702,219,161
2025-04-01,East,SKU005,822,167,615,374,199
2025-04-01,West,SKU005,1122,747,554,1315,228
2025-04-01,Central,SKU005,437,601,166,872,286
2025-04-01,North,SKU006,562,388,399,551,321
2025-04-01,South,SKU006,1079,305,238,1146,262
2025-04-01,East,SKU006,274,666,270,670,205
2025-04-01,West,SKU006,615,587,431,771,184
2025-04-01,Central,SKU006,979,610,857,732,206
2025-04-01,North,SKU007,270,164,326,108,339
2025-04-01,South,SKU007,810,764,660,914,156
2025-04-01,East,SKU007,282,635,853,64,204
2025-04-01,West,SKU007,414,487,700,201,165
2025-04-01,Central,SKU007,313,328,758,0,229
2025-04-01,North,SKU008,642,212,764,90,194
2025-04-01,South,SKU008,320,710,892,138,299
2025-04-01,East,SKU008,995,172,818,349,157
2025-04-01,West,SKU008,493,636,197,932,205
2025-04-01,Central,SKU008,576,100,330,346,339
2025-04-01,North,SKU009,365,248,870,0,239
2025-04-01,South,SKU009,834,279,485,628,157
2025-04-01,East,SKU009,1149,118,494,773,183
2025-04-01,West,SKU009,969,110,575,504,169
2025-04-01,Central,SKU009,289,561,811,39,202
2025-04-01,North,SKU010,394,662,318,738,253
2025-04-01,South,SKU010,626,321,517,430,151
2025-04-01,East,SKU010,575,588,363,800,335
